TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
calendar.CalendarMain,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,65,0.3,2,3,6,71135,1501737087581,0.9873417721518988,1111111111111111111111111111111111111111111111111111111111111111111111111111110,0.6086956521739131,10101010101010111110101,1.0,11,0,0,2,2,0.9793103448275862,1111111111111111111111111111111111111111111111111111111111111111111111111111110111111111101111011111111111111111111111111111111111111111111111111,1.0,,1.0,11,0.5,10,0.6086956521739131,11001100110101011111010
