TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
calendar.CalDay,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,54,0.3,2,31,109,73039,1501737164168,1.0,111111111111111111111111111111111111111111111111111,0.896551724137931,11111111111111111110101011111,1.0,111111,0,0,6,2,0.9478260869565217,1111111111111111111111111111111111111111011111111111111111111010100011111111111111111111111111111111111111111111111,0.9130434782608695,01111111111111111111110,1.0,11111111111,1.0,11111111111,0.896551724137931,11111111111111111110111001111
